OrderID,ReturnDate,Reason
ORD109161,2025-02-22,Damaged
ORD142665,2025-05-12,Damaged
ORD107315,2025-03-03,Damaged
ORD102180,2024-03-17,Not Needed
ORD167358,2024-02-05,Not Needed
ORD109600,2024-12-04,Wrong Item
ORD135736,2024-08-27,Late Delivery
ORD130464,2024-12-01,Damaged
ORD110571,2024-11-12,Not Needed
ORD185766,2025-03-31,Late Delivery
ORD106175,2025-07-07,Late Delivery
ORD131196,2024-04-23,Damaged
ORD177457,2024-11-05,Late Delivery
ORD101221,2025-06-30,Damaged
ORD174448,2025-02-25,Wrong Item
ORD137037,2025-06-04,Wrong Item
ORD116290,2024-12-24,Late Delivery
ORD125452,2025-04-11,Damaged
ORD133562,2025-02-06,Late Delivery
ORD100655,2024-02-08,Not Needed
ORD143383,2025-06-14,Late Delivery
ORD164832,2025-01-18,Not Needed
ORD137691,2025-07-07,Not Needed
ORD150194,2025-05-25,Damaged
ORD164797,2025-07-06,Late Delivery
ORD134272,2024-11-05,Not Needed
ORD104050,2025-05-16,Not Needed
ORD187071,2025-07-06,Late Delivery
ORD181772,2025-06-26,Damaged
ORD170996,2025-04-14,Not Needed
ORD104367,2025-01-09,Not Needed
ORD156345,2025-02-12,Damaged
ORD145917,2025-03-01,Damaged
ORD146368,2024-05-22,Damaged
ORD190889,2025-07-03,Not Needed
ORD105073,2025-03-09,Not Needed
ORD135990,2023-10-31,Wrong Item
ORD110501,2025-05-03,Late Delivery
ORD155929,2025-07-06,Late Delivery
ORD111014,2025-06-11,Late Delivery
ORD180127,2025-05-13,Late Delivery
ORD140038,2024-11-10,Late Delivery
ORD169575,2025-06-02,Late Delivery
ORD108786,2024-09-04,Late Delivery
ORD160718,2025-04-25,Not Needed
ORD155431,2024-06-17,Damaged
ORD195340,2025-07-05,Damaged
ORD119212,2025-06-12,Late Delivery
ORD194481,2025-06-21,Not Needed
ORD141046,2025-04-21,Late Delivery
ORD103789,2025-03-08,Late Delivery
ORD190091,2023-09-21,Late Delivery
ORD158116,2025-05-06,Damaged
ORD122506,2025-04-20,Not Needed
ORD117919,2025-05-24,Late Delivery
ORD196634,2023-11-16,Late Delivery
ORD108569,2025-04-01,Late Delivery
ORD188173,2025-06-03,Wrong Item
ORD145794,2024-07-24,Late Delivery
ORD173838,2024-11-05,Late Delivery
ORD115460,2025-01-27,Damaged
ORD108311,2025-01-05,Damaged
ORD164111,2025-02-24,Not Needed
ORD109660,2025-02-05,Wrong Item
ORD100856,2023-10-31,Wrong Item
ORD157419,2025-05-05,Wrong Item
ORD140011,2025-05-24,Late Delivery
ORD121177,2024-11-17,Not Needed
ORD185574,2025-05-02,Damaged
ORD122153,2025-04-11,Wrong Item
ORD166029,2025-04-29,Damaged
ORD111468,2024-09-29,Wrong Item
ORD165981,2025-01-04,Not Needed
ORD137237,2024-05-19,Late Delivery
ORD172375,2024-12-05,Wrong Item
ORD183142,2025-04-15,Damaged
ORD120282,2024-09-27,Damaged
ORD112387,2025-03-30,Late Delivery
ORD129869,2025-01-29,Damaged
ORD178788,2025-04-26,Late Delivery
ORD169417,2025-07-01,Damaged
ORD110899,2024-02-25,Wrong Item
ORD122739,2023-12-03,Late Delivery
ORD101414,2024-08-11,Wrong Item
ORD130952,2025-04-29,Late Delivery
ORD156834,2025-07-01,Wrong Item
ORD138935,2025-01-16,Late Delivery
ORD132200,2025-04-08,Not Needed
ORD168844,2025-04-11,Not Needed
ORD145691,2025-03-30,Not Needed
ORD172019,2025-05-21,Wrong Item
ORD180647,2025-06-10,Wrong Item
ORD120427,2024-12-10,Wrong Item
ORD111895,2024-05-27,Damaged
ORD104624,2024-12-24,Damaged
ORD129505,2024-07-21,Not Needed
ORD112560,2024-11-26,Late Delivery
ORD138942,2024-09-07,Late Delivery
ORD169605,2025-04-22,Wrong Item
ORD100573,2025-04-06,Damaged
ORD184865,2025-06-26,Wrong Item
ORD151743,2024-03-06,Damaged
ORD174336,2024-12-07,Not Needed
ORD186884,2025-01-05,Late Delivery
ORD136238,2025-07-01,Not Needed
ORD150282,2025-02-06,Damaged
ORD107748,2024-12-02,Not Needed
ORD145119,2025-07-06,Wrong Item
ORD199911,2025-05-20,Wrong Item
ORD173381,2025-02-04,Not Needed
ORD160893,2024-11-08,Damaged
ORD176178,2025-07-03,Damaged
ORD179843,2024-07-20,Late Delivery
ORD186323,2024-12-21,Not Needed
ORD198517,2025-05-17,Late Delivery
ORD176929,2024-05-22,Damaged
ORD117961,2024-09-27,Damaged
ORD164845,2024-07-30,Late Delivery
ORD128286,2025-03-14,Damaged
ORD116730,2024-09-24,Not Needed
ORD167702,2024-06-14,Not Needed
ORD181581,2024-02-04,Not Needed
ORD102742,2025-05-03,Not Needed
ORD191839,2024-10-31,Not Needed
ORD151276,2024-09-17,Wrong Item
ORD110817,2025-03-18,Damaged
ORD113413,2025-03-26,Damaged
ORD104645,2025-03-18,Wrong Item
ORD124830,2025-01-12,Wrong Item
ORD151477,2025-07-07,Damaged
ORD160476,2025-06-25,Wrong Item
ORD109887,2024-08-20,Late Delivery
ORD177006,2024-02-19,Damaged
ORD180595,2025-05-30,Wrong Item
ORD172761,2025-03-30,Not Needed
ORD197106,2024-05-05,Wrong Item
ORD153569,2024-08-08,Damaged
ORD115626,2025-06-06,Damaged
ORD198422,2024-09-29,Wrong Item
ORD138861,2024-04-19,Wrong Item
ORD124547,2025-02-27,Damaged
ORD178203,2024-08-21,Wrong Item
ORD144524,2024-09-01,Not Needed
ORD100928,2024-04-02,Not Needed
ORD130572,2025-05-22,Late Delivery
ORD102174,2024-10-07,Late Delivery
ORD163407,2025-04-07,Late Delivery
ORD115466,2025-05-08,Late Delivery
ORD121287,2025-04-02,Late Delivery
ORD168791,2024-05-26,Damaged
ORD164130,2025-04-30,Not Needed
ORD142630,2025-06-21,Wrong Item
ORD148459,2025-07-06,Not Needed
ORD108285,2025-05-29,Wrong Item
ORD156544,2025-06-12,Wrong Item
ORD136137,2025-03-24,Wrong Item
ORD173917,2025-01-11,Wrong Item
ORD156097,2025-04-26,Wrong Item
ORD125636,2025-06-22,Not Needed
ORD159975,2025-05-31,Not Needed
ORD163099,2025-02-01,Not Needed
ORD156512,2025-05-18,Not Needed
ORD168413,2025-02-16,Damaged
ORD124263,2023-09-04,Damaged
ORD160419,2024-09-09,Wrong Item
ORD153042,2024-10-28,Damaged
ORD192130,2025-06-16,Wrong Item
ORD162660,2025-01-17,Damaged
ORD124013,2025-06-28,Late Delivery
ORD112042,2024-12-26,Not Needed
ORD149783,2025-04-14,Not Needed
ORD176814,2025-03-07,Wrong Item
ORD115394,2025-03-20,Not Needed
ORD173796,2025-06-28,Wrong Item
ORD150178,2025-04-13,Damaged
ORD194484,2025-04-01,Wrong Item
ORD100114,2025-07-01,Late Delivery
ORD160899,2025-02-22,Wrong Item
ORD159780,2025-05-19,Late Delivery
ORD162199,2024-07-05,Damaged
ORD176633,2024-11-29,Damaged
ORD137378,2025-06-16,Late Delivery
ORD106729,2024-02-02,Not Needed
ORD105904,2025-02-27,Damaged
ORD165966,2025-03-14,Not Needed
ORD114529,2024-10-22,Late Delivery
ORD165585,2023-08-10,Not Needed
ORD107335,2025-04-21,Late Delivery
ORD188467,2024-10-07,Damaged
ORD138223,2025-04-16,Wrong Item
ORD158174,2024-03-09,Not Needed
ORD189550,2024-11-25,Not Needed
ORD104162,2024-07-13,Wrong Item
ORD138539,2025-06-19,Damaged
ORD169509,2024-12-24,Damaged
ORD133888,2025-05-31,Late Delivery
ORD138621,2025-03-06,Wrong Item
ORD196587,2024-03-20,Damaged
ORD110618,2024-05-14,Late Delivery
ORD138357,2025-01-02,Not Needed
ORD142505,2024-09-26,Wrong Item
ORD132807,2024-02-27,Late Delivery
ORD156780,2025-03-29,Late Delivery
ORD140368,2025-01-16,Late Delivery
ORD132386,2025-06-21,Damaged
ORD117773,2025-06-06,Late Delivery
ORD161121,2025-06-02,Wrong Item
ORD117972,2024-02-04,Wrong Item
ORD164304,2025-07-01,Not Needed
ORD169595,2024-12-22,Not Needed
ORD185582,2024-12-23,Not Needed
ORD114984,2025-02-04,Damaged
ORD134606,2024-12-04,Late Delivery
ORD109494,2025-06-19,Wrong Item
ORD132071,2025-06-20,Late Delivery
ORD105169,2025-07-02,Damaged
ORD170609,2025-01-17,Not Needed
ORD111317,2024-12-31,Late Delivery
ORD142990,2024-09-25,Late Delivery
ORD179976,2024-09-08,Late Delivery
ORD160106,2025-03-02,Late Delivery
ORD167709,2025-06-14,Not Needed
ORD143942,2024-02-03,Late Delivery
ORD144017,2024-11-27,Wrong Item
ORD162412,2024-10-19,Damaged
ORD127784,2025-06-11,Not Needed
ORD121659,2025-04-22,Wrong Item
ORD131375,2024-09-07,Damaged
ORD182860,2025-05-30,Late Delivery
ORD113343,2025-06-01,Late Delivery
ORD150614,2025-07-07,Not Needed
ORD134823,2024-05-14,Damaged
ORD115837,2024-09-20,Late Delivery
ORD185348,2025-07-06,Late Delivery
ORD156729,2025-06-26,Damaged
ORD159922,2025-01-18,Damaged
ORD133803,2024-10-22,Damaged
ORD119837,2025-03-09,Wrong Item
ORD121517,2024-05-03,Damaged
ORD191195,2024-08-01,Not Needed
ORD128010,2024-02-06,Not Needed
ORD130220,2025-05-04,Not Needed
ORD165201,2025-03-18,Late Delivery
ORD122261,2025-03-19,Wrong Item
ORD137115,2025-07-06,Wrong Item
ORD144034,2025-01-31,Late Delivery
ORD155593,2025-04-19,Damaged
ORD134338,2024-07-05,Wrong Item
ORD108950,2024-05-20,Not Needed
ORD152506,2024-11-11,Late Delivery
ORD184699,2025-06-02,Not Needed
ORD128852,2025-02-11,Not Needed
ORD148594,2025-03-27,Wrong Item
ORD173976,2025-02-19,Late Delivery
ORD145566,2025-01-26,Wrong Item
ORD187037,2025-06-27,Not Needed
ORD111147,2024-12-22,Wrong Item
ORD186809,2025-06-14,Wrong Item
ORD172443,2024-11-24,Not Needed
ORD127724,2025-03-31,Late Delivery
ORD118092,2025-01-30,Late Delivery
ORD185626,2024-09-24,Wrong Item
ORD190866,2025-06-07,Damaged
ORD119356,2024-07-18,Wrong Item
ORD132832,2024-09-05,Damaged
ORD189332,2025-07-03,Not Needed
ORD131333,2025-01-31,Damaged
ORD168940,2025-06-20,Not Needed
ORD132612,2025-01-04,Late Delivery
ORD141076,2025-02-17,Wrong Item
ORD116783,2025-01-19,Damaged
ORD141130,2025-04-23,Late Delivery
ORD178318,2024-11-19,Late Delivery
ORD172169,2024-10-27,Wrong Item
ORD104151,2024-12-01,Not Needed
ORD102362,2024-10-16,Not Needed
ORD151010,2025-03-06,Damaged
ORD118053,2025-05-18,Wrong Item
ORD172164,2024-09-17,Wrong Item
ORD149024,2025-07-05,Late Delivery
ORD180323,2025-04-17,Late Delivery
ORD124135,2025-06-29,Not Needed
ORD198555,2024-10-26,Damaged
ORD131744,2024-11-01,Wrong Item
ORD124933,2025-05-10,Damaged
ORD173989,2025-07-07,Damaged
ORD143458,2025-02-12,Damaged
ORD135941,2024-08-28,Not Needed
ORD111373,2023-10-21,Damaged
ORD102797,2024-11-27,Wrong Item
ORD124113,2024-12-15,Wrong Item
ORD169043,2025-05-08,Late Delivery
ORD152978,2024-08-03,Damaged
ORD110408,2025-05-30,Late Delivery
ORD189555,2025-07-04,Wrong Item
ORD190463,2024-06-17,Wrong Item
ORD107316,2025-07-01,Wrong Item
ORD104545,2025-01-09,Wrong Item
ORD154915,2025-07-07,Late Delivery
ORD111504,2024-12-03,Late Delivery
ORD130849,2024-09-30,Not Needed
ORD159438,2025-02-27,Not Needed
ORD125521,2024-12-15,Late Delivery
ORD119981,2024-09-10,Not Needed
ORD164721,2024-03-15,Not Needed
ORD178227,2024-05-29,Damaged
ORD197907,2024-09-26,Damaged
ORD147699,2025-03-06,Late Delivery
ORD177635,2024-10-19,Damaged
ORD124035,2024-12-05,Not Needed
ORD196251,2025-04-11,Wrong Item
ORD184913,2025-05-15,Late Delivery
ORD133319,2025-02-14,Late Delivery
ORD118732,2025-02-11,Late Delivery
ORD172180,2025-02-20,Late Delivery
ORD163743,2024-12-07,Wrong Item
ORD148527,2025-02-25,Damaged
ORD196308,2023-09-19,Late Delivery
ORD174497,2025-05-08,Not Needed
ORD156598,2025-03-27,Not Needed
ORD196260,2025-05-29,Damaged
ORD182211,2025-06-26,Damaged
ORD182019,2024-05-02,Not Needed
ORD130417,2024-10-11,Damaged
ORD106843,2025-01-11,Damaged
ORD109853,2025-02-02,Late Delivery
ORD146217,2024-07-31,Not Needed
ORD148403,2024-02-22,Late Delivery
ORD162854,2025-06-06,Wrong Item
ORD139813,2025-07-03,Wrong Item
ORD191764,2025-07-07,Not Needed
ORD198804,2025-04-09,Wrong Item
ORD122999,2025-03-27,Damaged
ORD182605,2025-04-10,Late Delivery
ORD184014,2025-05-24,Wrong Item
ORD128326,2025-03-24,Late Delivery
ORD176914,2025-05-21,Not Needed
ORD161652,2025-06-14,Wrong Item
ORD158991,2024-11-25,Late Delivery
ORD120274,2024-04-11,Late Delivery
ORD174017,2024-06-09,Wrong Item
ORD116129,2025-04-26,Damaged
ORD142947,2025-07-05,Wrong Item
ORD156275,2024-07-25,Wrong Item
ORD106313,2024-10-03,Damaged
ORD129391,2025-03-27,Not Needed
ORD119526,2023-09-23,Not Needed
ORD111861,2025-03-05,Damaged
ORD147453,2024-10-10,Late Delivery
ORD129454,2024-12-03,Late Delivery
ORD167926,2025-03-31,Late Delivery
ORD136925,2024-04-11,Wrong Item
ORD173825,2024-08-22,Damaged
ORD107201,2024-06-05,Not Needed
ORD120172,2024-02-12,Late Delivery
ORD182038,2025-07-02,Not Needed
ORD181479,2024-05-12,Damaged
ORD142657,2025-04-11,Damaged
ORD141455,2025-04-20,Late Delivery
ORD159250,2025-06-17,Wrong Item
ORD170346,2025-03-15,Late Delivery
ORD141648,2025-03-15,Not Needed
ORD188790,2025-06-01,Late Delivery
ORD174052,2025-04-05,Late Delivery
ORD131078,2025-03-29,Damaged
ORD158794,2025-03-27,Wrong Item
ORD149035,2025-06-30,Not Needed
ORD196032,2024-05-27,Damaged
ORD178822,2025-01-17,Damaged
ORD190307,2024-07-11,Late Delivery
ORD157768,2025-03-03,Late Delivery
ORD155138,2025-03-25,Not Needed
ORD191690,2025-05-24,Wrong Item
ORD107336,2025-03-08,Damaged
ORD125925,2025-07-06,Damaged
ORD129413,2025-06-18,Late Delivery
ORD191854,2024-07-08,Damaged
ORD152827,2024-08-16,Not Needed
ORD162997,2025-06-08,Late Delivery
ORD167869,2024-11-09,Late Delivery
ORD134910,2025-02-21,Wrong Item
ORD101549,2025-06-10,Not Needed
ORD128303,2025-06-28,Late Delivery
ORD150011,2024-06-08,Damaged
ORD119664,2024-12-20,Damaged
ORD165880,2025-01-04,Not Needed
ORD166582,2024-09-04,Damaged
ORD173015,2024-11-22,Wrong Item
ORD169025,2025-03-31,Late Delivery
ORD146016,2024-10-07,Damaged
ORD100788,2025-04-01,Late Delivery
ORD161728,2024-10-26,Damaged
ORD162975,2025-04-20,Late Delivery
ORD138308,2024-12-25,Not Needed
ORD183563,2025-05-25,Damaged
ORD186110,2024-07-18,Wrong Item
ORD165237,2025-02-06,Not Needed
ORD109842,2025-05-15,Damaged
ORD188063,2025-01-16,Wrong Item
ORD116098,2025-02-23,Not Needed
ORD197292,2025-03-28,Late Delivery
ORD157503,2024-06-24,Late Delivery
ORD181967,2025-01-12,Damaged
ORD136980,2024-01-30,Damaged
ORD182773,2025-05-17,Late Delivery
ORD189504,2024-12-17,Damaged
ORD169219,2024-10-01,Damaged
ORD141507,2025-04-01,Not Needed
ORD156405,2025-06-15,Not Needed
ORD172155,2024-04-24,Not Needed
ORD131409,2023-08-17,Wrong Item
ORD157967,2025-04-07,Late Delivery
ORD173337,2024-01-16,Damaged
ORD146420,2024-10-20,Late Delivery
ORD153829,2025-05-20,Wrong Item
ORD168922,2024-12-20,Not Needed
ORD102212,2024-03-22,Late Delivery
ORD152539,2025-06-27,Damaged
ORD195695,2025-04-10,Not Needed
ORD104831,2025-05-11,Late Delivery
ORD193050,2024-05-16,Wrong Item
ORD113773,2024-06-20,Late Delivery
ORD198295,2024-11-26,Late Delivery
ORD137179,2023-11-20,Damaged
ORD196711,2025-01-23,Not Needed
ORD157887,2024-11-05,Damaged
ORD119524,2023-12-01,Wrong Item
ORD153277,2025-06-08,Damaged
ORD162333,2025-05-07,Damaged
ORD136960,2024-11-10,Wrong Item
ORD122122,2024-12-20,Late Delivery
ORD175709,2025-02-02,Late Delivery
ORD112966,2024-01-05,Damaged
ORD118166,2025-04-07,Not Needed
ORD135480,2025-06-20,Damaged
ORD195852,2024-06-29,Damaged
ORD143295,2024-05-04,Wrong Item
ORD163283,2024-06-22,Late Delivery
ORD130334,2025-04-30,Damaged
ORD171659,2024-06-04,Wrong Item
ORD165935,2025-04-27,Not Needed
ORD103166,2024-08-21,Not Needed
ORD168233,2024-10-16,Not Needed
ORD143165,2025-06-16,Not Needed
ORD168966,2024-07-22,Wrong Item
ORD152293,2025-06-26,Not Needed
ORD125011,2025-06-18,Damaged
ORD197548,2023-12-05,Not Needed
ORD146128,2024-11-16,Not Needed
ORD139183,2025-01-15,Not Needed
ORD177744,2025-03-08,Not Needed
ORD175307,2024-03-30,Not Needed
ORD109845,2025-03-10,Late Delivery
ORD139548,2024-04-03,Late Delivery
ORD124934,2025-04-06,Not Needed
ORD128601,2024-10-10,Not Needed
ORD119124,2024-04-27,Late Delivery
ORD147493,2025-06-13,Damaged
ORD110981,2025-05-09,Wrong Item
ORD112769,2024-08-16,Damaged
ORD189012,2024-09-02,Late Delivery
ORD172811,2025-05-10,Wrong Item
ORD150206,2024-06-03,Not Needed
ORD180995,2024-08-18,Not Needed
ORD115835,2025-07-03,Late Delivery
ORD120135,2024-08-18,Damaged
ORD158395,2024-12-07,Late Delivery
ORD154925,2024-01-06,Wrong Item
ORD158698,2025-06-22,Not Needed
ORD181435,2024-10-24,Late Delivery
ORD169018,2025-04-13,Wrong Item
ORD145757,2025-05-09,Not Needed
ORD145145,2025-03-27,Wrong Item
ORD198710,2024-08-24,Wrong Item
ORD134860,2025-06-23,Wrong Item
ORD188071,2024-12-02,Damaged
ORD137475,2025-03-25,Late Delivery
ORD138249,2024-06-02,Wrong Item
ORD119308,2024-09-15,Damaged
ORD104881,2025-01-24,Damaged
ORD165945,2024-11-29,Damaged
ORD193811,2024-08-04,Not Needed
ORD189479,2024-10-22,Late Delivery
ORD176339,2025-03-30,Late Delivery
ORD195983,2025-06-22,Wrong Item
ORD138091,2025-01-13,Wrong Item
ORD153141,2024-11-01,Damaged
ORD189726,2025-05-05,Damaged
ORD145325,2025-04-25,Damaged
ORD102436,2024-02-29,Damaged
ORD171940,2024-03-29,Late Delivery
ORD172937,2024-03-05,Late Delivery
ORD191838,2024-01-04,Late Delivery
ORD165186,2025-07-06,Not Needed
ORD149219,2025-05-26,Wrong Item
ORD101574,2024-11-16,Damaged
ORD162392,2023-11-14,Not Needed
ORD141134,2025-06-18,Late Delivery
ORD192901,2025-06-17,Late Delivery
ORD108620,2025-06-21,Damaged
ORD117195,2024-12-17,Wrong Item
ORD197371,2025-06-26,Damaged
ORD134789,2025-06-24,Late Delivery
ORD141443,2025-06-16,Wrong Item
ORD167775,2024-09-13,Wrong Item
ORD158534,2025-05-26,Not Needed
ORD146441,2025-05-21,Damaged
ORD169600,2025-01-03,Late Delivery
ORD131796,2025-03-24,Wrong Item
ORD125023,2024-05-26,Late Delivery
ORD160537,2024-08-16,Damaged
ORD141654,2025-06-20,Not Needed
ORD187401,2023-12-10,Wrong Item
ORD158913,2025-07-01,Wrong Item
ORD175270,2025-04-29,Wrong Item
ORD156619,2024-11-28,Late Delivery
ORD173814,2025-01-25,Late Delivery
ORD105540,2024-08-22,Not Needed
ORD130469,2024-09-23,Damaged
ORD174273,2023-12-19,Not Needed
ORD182499,2024-03-14,Damaged
ORD189776,2023-11-08,Damaged
ORD199505,2025-05-03,Wrong Item
ORD174858,2023-09-16,Wrong Item
ORD171575,2025-05-15,Damaged
ORD135741,2025-04-10,Not Needed
ORD132426,2025-05-04,Wrong Item
ORD185847,2025-01-13,Wrong Item
ORD163154,2025-06-14,Wrong Item
ORD113506,2025-06-08,Wrong Item
ORD175617,2025-07-04,Late Delivery
ORD193243,2025-02-22,Late Delivery
ORD118063,2025-07-07,Damaged
ORD167724,2024-04-17,Late Delivery
ORD115865,2025-07-07,Not Needed
ORD106804,2025-04-08,Wrong Item
ORD190354,2024-12-21,Damaged
ORD151130,2025-04-09,Not Needed
ORD165189,2025-05-02,Damaged
ORD170145,2024-09-09,Late Delivery
ORD109293,2025-05-17,Wrong Item
ORD186712,2025-06-10,Late Delivery
ORD122915,2025-01-20,Wrong Item
ORD130174,2025-05-18,Wrong Item
ORD187008,2024-04-18,Late Delivery
ORD144418,2025-05-30,Late Delivery
ORD119823,2024-05-20,Late Delivery
ORD125584,2025-06-29,Damaged
ORD165541,2025-05-21,Late Delivery
ORD160701,2023-11-03,Damaged
ORD140474,2025-06-08,Damaged
ORD148740,2025-04-14,Late Delivery
ORD154188,2024-11-06,Not Needed
ORD187738,2025-05-24,Late Delivery
ORD171265,2025-05-27,Not Needed
ORD178111,2025-06-13,Damaged
ORD168717,2025-04-23,Late Delivery
ORD195065,2024-08-27,Late Delivery
ORD121795,2024-12-22,Late Delivery
ORD165307,2025-06-02,Damaged
ORD112524,2025-04-28,Wrong Item
ORD121351,2025-06-29,Not Needed
ORD165770,2024-06-17,Wrong Item
ORD122199,2025-06-14,Damaged
ORD101747,2023-12-03,Wrong Item
ORD177381,2025-03-18,Late Delivery
ORD189961,2025-03-12,Damaged
ORD133943,2024-10-27,Damaged
ORD199925,2025-01-21,Wrong Item
ORD143768,2025-02-16,Wrong Item
ORD122541,2024-06-04,Damaged
ORD101956,2025-04-14,Damaged
ORD106000,2025-01-08,Not Needed
ORD199268,2025-03-12,Wrong Item
ORD142699,2025-03-26,Not Needed
ORD121973,2024-06-14,Not Needed
ORD154724,2025-07-04,Late Delivery
ORD187126,2025-02-13,Wrong Item
ORD178721,2025-07-05,Late Delivery
ORD165833,2025-02-08,Not Needed
ORD109753,2024-09-18,Damaged
ORD138670,2025-06-28,Late Delivery
ORD177676,2024-08-27,Not Needed
ORD168733,2025-04-26,Damaged
ORD151073,2025-06-22,Wrong Item
ORD117840,2024-12-25,Late Delivery
ORD119002,2024-01-24,Late Delivery
ORD124494,2025-04-16,Damaged
ORD131451,2025-02-09,Late Delivery
ORD115365,2025-05-23,Late Delivery
ORD195342,2025-06-21,Damaged
ORD166322,2025-05-21,Late Delivery
ORD169945,2025-04-10,Damaged
ORD188128,2025-05-04,Damaged
ORD106483,2025-06-02,Damaged
ORD187671,2024-03-02,Late Delivery
ORD147521,2025-01-03,Not Needed
ORD157095,2025-06-05,Late Delivery
ORD103416,2024-10-19,Wrong Item
ORD128839,2024-06-25,Wrong Item
ORD150247,2024-11-02,Not Needed
ORD143853,2025-01-28,Not Needed
ORD129534,2024-11-12,Damaged
ORD153289,2024-09-25,Not Needed
ORD175662,2025-07-03,Wrong Item
ORD152301,2025-06-21,Late Delivery
ORD114644,2024-08-14,Not Needed
ORD198583,2024-10-08,Damaged
ORD146895,2024-09-26,Wrong Item
ORD170756,2025-03-05,Damaged
ORD168339,2025-02-19,Wrong Item
ORD175063,2025-06-16,Damaged
ORD124462,2025-06-07,Wrong Item
ORD144701,2025-03-22,Not Needed
ORD167251,2025-02-24,Wrong Item
ORD151784,2024-03-17,Damaged
ORD197610,2024-10-08,Damaged
ORD116264,2025-04-23,Late Delivery
ORD138193,2024-03-30,Damaged
ORD190342,2024-11-01,Damaged
ORD166053,2024-03-28,Damaged
ORD117799,2025-06-01,Damaged
ORD112110,2025-02-13,Late Delivery
ORD126637,2024-08-07,Not Needed
ORD197890,2025-01-13,Wrong Item
ORD141761,2025-01-12,Wrong Item
ORD102527,2025-03-07,Wrong Item
ORD140999,2025-04-06,Not Needed
ORD101570,2025-05-07,Late Delivery
ORD155303,2025-01-23,Wrong Item
ORD129468,2025-01-07,Damaged
ORD108777,2025-02-23,Not Needed
ORD123515,2025-01-27,Late Delivery
ORD182479,2025-03-31,Wrong Item
ORD131060,2025-06-05,Late Delivery
ORD169984,2023-11-04,Late Delivery
ORD151490,2025-07-02,Not Needed
ORD105762,2025-07-03,Not Needed
ORD190989,2024-11-06,Wrong Item
ORD110010,2025-04-18,Damaged
ORD120050,2025-04-21,Late Delivery
ORD194777,2025-07-04,Late Delivery
ORD174579,2024-09-09,Wrong Item
ORD101413,2025-04-03,Damaged
ORD188638,2025-02-01,Wrong Item
ORD170700,2024-11-26,Not Needed
ORD160511,2024-09-10,Damaged
ORD130764,2023-10-31,Damaged
ORD158964,2024-12-02,Wrong Item
ORD187549,2024-11-23,Wrong Item
ORD156036,2025-07-04,Not Needed
ORD172845,2025-06-10,Late Delivery
ORD148541,2025-04-14,Late Delivery
ORD114377,2024-04-26,Damaged
ORD196460,2025-01-02,Late Delivery
ORD128472,2024-10-29,Late Delivery
ORD172120,2025-05-26,Wrong Item
ORD116367,2024-01-16,Late Delivery
ORD138348,2025-05-27,Damaged
ORD105533,2025-04-26,Damaged
ORD174544,2024-11-15,Damaged
ORD123465,2025-04-03,Damaged
ORD118093,2024-07-18,Not Needed
ORD145762,2025-01-31,Damaged
ORD165695,2025-06-30,Damaged
ORD132932,2024-04-25,Damaged
ORD147704,2025-07-03,Wrong Item
ORD105766,2024-12-26,Late Delivery
ORD114438,2025-04-04,Not Needed
ORD165241,2025-05-16,Late Delivery
ORD107515,2024-01-04,Late Delivery
ORD111777,2025-07-01,Wrong Item
ORD159390,2025-06-21,Not Needed
ORD102662,2025-05-24,Wrong Item
ORD170593,2025-03-15,Late Delivery
ORD193352,2025-06-17,Late Delivery
ORD183044,2025-06-29,Wrong Item
ORD121184,2024-09-15,Late Delivery
ORD183842,2025-03-24,Late Delivery
ORD130336,2025-06-24,Wrong Item
ORD191157,2025-05-20,Not Needed
ORD140040,2025-06-19,Wrong Item
ORD118552,2024-12-13,Damaged
ORD130578,2024-09-21,Not Needed
ORD156538,2024-12-14,Wrong Item
ORD125134,2025-04-22,Wrong Item
ORD143600,2023-12-03,Wrong Item
ORD131402,2025-05-01,Late Delivery
ORD141535,2024-12-03,Not Needed
ORD102544,2025-06-03,Not Needed
ORD182162,2025-06-28,Damaged
ORD134717,2024-08-03,Wrong Item
ORD122096,2024-08-25,Wrong Item
ORD101165,2025-05-01,Damaged
ORD194931,2025-06-13,Not Needed
ORD184935,2024-09-27,Late Delivery
ORD191487,2025-05-05,Not Needed
ORD139520,2024-11-09,Damaged
ORD175759,2025-05-28,Wrong Item
ORD122950,2025-04-09,Not Needed
ORD164246,2025-05-03,Late Delivery
ORD164774,2025-04-13,Damaged
ORD142068,2025-06-23,Damaged
ORD118553,2025-05-22,Not Needed
ORD131462,2025-02-06,Wrong Item
ORD193575,2025-06-28,Not Needed
ORD127886,2025-05-22,Damaged
ORD134280,2025-04-15,Not Needed
ORD170625,2024-02-21,Damaged
ORD121756,2025-04-15,Late Delivery
ORD161803,2025-06-02,Not Needed
ORD193628,2023-10-24,Damaged
ORD180445,2025-02-28,Wrong Item
ORD152177,2024-09-17,Wrong Item
ORD144520,2024-10-08,Late Delivery
ORD172532,2025-03-25,Late Delivery
ORD107737,2024-06-07,Late Delivery
ORD158721,2025-06-19,Damaged
ORD153615,2025-04-13,Late Delivery
ORD120555,2024-01-30,Wrong Item
ORD156048,2025-06-18,Damaged
ORD117555,2025-05-19,Late Delivery
ORD183781,2024-10-11,Late Delivery
ORD142236,2025-05-22,Damaged
ORD194420,2025-03-09,Wrong Item
ORD124095,2024-01-19,Not Needed
